state,state_code,district,district_note,at_large,map_vintage,is_current_map,years_used,n_years,d_share_mean,national_d_share_mean,midterm_lean_pct,midterm_lean_label,total_votes_mean,races_used_mean,statewide_baseline
Vermont,VT,VT-AL,,True,2010s,False,2014+2018,2,46.44,50.42,-3.98,R+4.0,233587,1.0,True
Vermont,VT,VT-AL,,True,2020s,True,2022,1,56.79,50.42,6.38,D+6.4,1120932,4.0,True
Washington,WA,WA-01,,False,2000s,False,2006+2010,2,55.55,51.39,4.16,D+4.2,2297414,1.0,True
Washington,WA,WA-01,,False,2010s,False,2018,1,58.43,53.12,5.32,D+5.3,3086168,1.0,True
Washington,WA,WA-01,,False,2020s,True,2022,1,57.28,50.42,6.86,D+6.9,3047900,1.0,True
Washington,WA,WA-02,,False,2000s,False,2006+2010,2,55.55,51.39,4.16,D+4.2,2297414,1.0,True
Washington,WA,WA-02,,False,2010s,False,2018,1,58.43,53.12,5.32,D+5.3,3086168,1.0,True
Washington,WA,WA-02,,False,2020s,True,2022,1,57.28,50.42,6.86,D+6.9,3047900,1.0,True
Washington,WA,WA-03,,False,2000s,False,2006+2010,2,55.55,51.39,4.16,D+4.2,2297414,1.0,True
Washington,WA,WA-03,,False,2010s,False,2018,1,58.43,53.12,5.32,D+5.3,3086168,1.0,True
Washington,WA,WA-03,,False,2020s,True,2022,1,57.28,50.42,6.86,D+6.9,3047900,1.0,True
Washington,WA,WA-04,,False,2000s,False,2006+2010,2,55.55,51.39,4.16,D+4.2,2297414,1.0,True
Washington,WA,WA-04,,False,2010s,False,2018,1,58.43,53.12,5.32,D+5.3,3086168,1.0,True
Washington,WA,WA-04,,False,2020s,True,2022,1,57.28,50.42,6.86,D+6.9,3047900,1.0,True
Washington,WA,WA-05,,False,2000s,False,2006+2010,2,55.55,51.39,4.16,D+4.2,2297414,1.0,True
Washington,WA,WA-05,,False,2010s,False,2018,1,58.43,53.12,5.32,D+5.3,3086168,1.0,True
Washington,WA,WA-05,,False,2020s,True,2022,1,57.28,50.42,6.86,D+6.9,3047900,1.0,True
Washington,WA,WA-06,,False,2000s,False,2006+2010,2,55.55,51.39,4.16,D+4.2,2297414,1.0,True
Washington,WA,WA-06,,False,2010s,False,2018,1,58.43,53.12,5.32,D+5.3,3086168,1.0,True
Washington,WA,WA-06,,False,2020s,True,2022,1,57.28,50.42,6.86,D+6.9,3047900,1.0,True
Washington,WA,WA-07,,False,2000s,False,2006+2010,2,55.55,51.39,4.16,D+4.2,2297414,1.0,True
Washington,WA,WA-07,,False,2010s,False,2018,1,58.43,53.12,5.32,D+5.3,3086168,1.0,True
Washington,WA,WA-07,,False,2020s,True,2022,1,57.28,50.42,6.86,D+6.9,3047900,1.0,True
Washington,WA,WA-08,,False,2000s,False,2006+2010,2,55.55,51.39,4.16,D+4.2,2297414,1.0,True
Washington,WA,WA-08,,False,2010s,False,2018,1,58.43,53.12,5.32,D+5.3,3086168,1.0,True
Washington,WA,WA-08,,False,2020s,True,2022,1,57.28,50.42,6.86,D+6.9,3047900,1.0,True
Washington,WA,WA-09,,False,2000s,False,2006+2010,2,55.55,51.39,4.16,D+4.2,2297414,1.0,True
Washington,WA,WA-09,,False,2010s,False,2018,1,58.43,53.12,5.32,D+5.3,3086168,1.0,True
Washington,WA,WA-09,,False,2020s,True,2022,1,57.28,50.42,6.86,D+6.9,3047900,1.0,True
Washington,WA,WA-10,,False,2010s,False,2018,1,58.43,53.12,5.32,D+5.3,3086168,1.0,True
Washington,WA,WA-10,,False,2020s,True,2022,1,57.28,50.42,6.86,D+6.9,3047900,1.0,True
Wisconsin,WI,WI-01,,False,2000s,False,2006+2010,2,54.44,51.39,3.05,D+3.0,4315453,2.0,True
Wisconsin,WI,WI-01,,False,2010s,False,2014+2018,2,49.62,50.42,-0.79,R+0.8,5193618,2.0,True
Wisconsin,WI,WI-01,,False,2020s,True,2022,1,50.26,50.42,-0.16,R+0.2,13176223,5.0,True
Wisconsin,WI,WI-02,,False,2000s,False,2006+2010,2,54.44,51.39,3.05,D+3.0,4315453,2.0,True
Wisconsin,WI,WI-02,,False,2010s,False,2014+2018,2,49.62,50.42,-0.79,R+0.8,5193618,2.0,True
Wisconsin,WI,WI-02,,False,2020s,True,2022,1,50.26,50.42,-0.16,R+0.2,13176223,5.0,True
Wisconsin,WI,WI-03,,False,2000s,False,2006+2010,2,54.44,51.39,3.05,D+3.0,4315453,2.0,True
Wisconsin,WI,WI-03,,False,2010s,False,2014+2018,2,49.62,50.42,-0.79,R+0.8,5193618,2.0,True
Wisconsin,WI,WI-03,,False,2020s,True,2022,1,50.26,50.42,-0.16,R+0.2,13176223,5.0,True
Wisconsin,WI,WI-04,,False,2000s,False,2006+2010,2,54.44,51.39,3.05,D+3.0,4315453,2.0,True
Wisconsin,WI,WI-04,,False,2010s,False,2014+2018,2,49.62,50.42,-0.79,R+0.8,5193618,2.0,True
Wisconsin,WI,WI-04,,False,2020s,True,2022,1,50.26,50.42,-0.16,R+0.2,13176223,5.0,True
Wisconsin,WI,WI-05,,False,2000s,False,2006+2010,2,54.44,51.39,3.05,D+3.0,4315453,2.0,True
Wisconsin,WI,WI-05,,False,2010s,False,2014+2018,2,49.62,50.42,-0.79,R+0.8,5193618,2.0,True
Wisconsin,WI,WI-05,,False,2020s,True,2022,1,50.26,50.42,-0.16,R+0.2,13176223,5.0,True
Wisconsin,WI,WI-06,,False,2000s,False,2006+2010,2,54.44,51.39,3.05,D+3.0,4315453,2.0,True
Wisconsin,WI,WI-06,,False,2010s,False,2014+2018,2,49.62,50.42,-0.79,R+0.8,5193618,2.0,True
Wisconsin,WI,WI-06,,False,2020s,True,2022,1,50.26,50.42,-0.16,R+0.2,13176223,5.0,True
Wisconsin,WI,WI-07,,False,2000s,False,2006+2010,2,54.44,51.39,3.05,D+3.0,4315453,2.0,True
Wisconsin,WI,WI-07,,False,2010s,False,2014+2018,2,49.62,50.42,-0.79,R+0.8,5193618,2.0,True
Wisconsin,WI,WI-07,,False,2020s,True,2022,1,50.26,50.42,-0.16,R+0.2,13176223,5.0,True
Wisconsin,WI,WI-08,,False,2000s,False,2006+2010,2,54.44,51.39,3.05,D+3.0,4315453,2.0,True
Wisconsin,WI,WI-08,,False,2010s,False,2014+2018,2,49.62,50.42,-0.79,R+0.8,5193618,2.0,True
Wisconsin,WI,WI-08,,False,2020s,True,2022,1,50.26,50.42,-0.16,R+0.2,13176223,5.0,True
West Virginia,WV,WV-01,,False,2000s,False,2006+2010,2,60.42,51.39,9.04,D+9.0,494916,1.0,True
West Virginia,WV,WV-01,,False,2010s,False,2014+2018,2,43.7,50.42,-6.72,R+6.7,519846,1.0,True
West Virginia,WV,WV-02,,False,2000s,False,2006+2010,2,60.42,51.39,9.04,D+9.0,494916,1.0,True
West Virginia,WV,WV-02,,False,2010s,False,2014+2018,2,43.7,50.42,-6.72,R+6.7,519846,1.0,True
West Virginia,WV,WV-03,,False,2000s,False,2006+2010,2,60.42,51.39,9.04,D+9.0,494916,1.0,True
West Virginia,WV,WV-03,,False,2010s,False,2014+2018,2,43.7,50.42,-6.72,R+6.7,519846,1.0,True
Wyoming,WY,WY-AL,,True,2000s,False,2006+2010,2,37.94,51.39,-13.45,R+13.4,287462,1.5,True
Wyoming,WY,WY-AL,,True,2010s,False,2014+2018,2,27.7,50.42,-22.71,R+22.7,371462,2.0,True
Wyoming,WY,WY-AL,,True,2020s,True,2022,1,17.6,50.42,-32.82,R+32.8,194000,1.0,True
